Price,Close,High,Low,Open,Volume
Ticker,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD
Datetime,,,,,
2025-02-04 16:40:00+00:00,99305.6875,99519.6953125,99269.2890625,99519.6953125,0
2025-02-04 16:45:00+00:00,99437.75,99437.75,99338.5546875,99338.5546875,578265088
2025-02-04 16:50:00+00:00,99157.2109375,99230.9609375,99157.2109375,99230.9609375,0
2025-02-04 16:55:00+00:00,99140.2734375,99233.6875,99116.671875,99233.6875,0
2025-02-04 17:00:00+00:00,99050.8984375,99151.1640625,98964.4921875,99151.1640625,0
2025-02-04 17:05:00+00:00,99290.609375,99304.5078125,99129.640625,99129.640625,0
2025-02-04 17:10:00+00:00,99364.6171875,99364.6171875,99204.8046875,99204.8046875,20291584
2025-02-04 17:15:00+00:00,99420.0,99568.6328125,99420.0,99527.4140625,725016576
2025-02-04 17:20:00+00:00,99117.453125,99336.40625,99117.453125,99336.40625,0
2025-02-04 17:25:00+00:00,98939.8203125,99049.3125,98939.8203125,99049.3125,308142080
2025-02-04 17:30:00+00:00,99157.734375,99157.734375,98921.6953125,98921.6953125,0
2025-02-04 17:35:00+00:00,99228.71875,99228.71875,99119.4140625,99119.4140625,1914109952
2025-02-04 17:40:00+00:00,99268.2578125,99268.2578125,99142.1484375,99174.015625,0
2025-02-04 17:45:00+00:00,99256.2421875,99294.9921875,99176.0,99294.9921875,0
2025-02-04 17:50:00+00:00,99090.703125,99187.9296875,99084.75,99187.9296875,0
2025-02-04 17:55:00+00:00,99237.453125,99237.453125,99182.015625,99182.015625,0
2025-02-04 18:00:00+00:00,99115.25,99182.6953125,99115.25,99182.6953125,0
2025-02-04 18:05:00+00:00,98934.2265625,99038.625,98934.2265625,99012.4921875,0
2025-02-04 18:10:00+00:00,99058.765625,99058.765625,98856.34375,98856.34375,311050240
2025-02-04 18:15:00+00:00,99117.375,99151.6875,99063.40625,99063.40625,0
2025-02-04 18:20:00+00:00,99242.421875,99242.421875,99214.875,99214.875,0
2025-02-04 18:25:00+00:00,99099.6171875,99194.1953125,99086.0390625,99194.1953125,0
2025-02-04 18:30:00+00:00,99185.3203125,99185.3203125,99047.2109375,99082.4375,0
2025-02-04 18:35:00+00:00,99419.9921875,99419.9921875,99321.015625,99321.015625,0
2025-02-04 18:40:00+00:00,99482.484375,99601.515625,99482.484375,99601.515625,0
2025-02-04 18:45:00+00:00,99449.9453125,99467.8671875,99416.8125,99416.8125,642695168
2025-02-04 18:50:00+00:00,99367.5390625,99462.4453125,99367.5390625,99462.4453125,0
2025-02-04 18:55:00+00:00,99453.8203125,99453.8203125,99363.6640625,99363.6640625,349003776
2025-02-04 19:00:00+00:00,99486.453125,99486.453125,99411.9296875,99461.734375,0
2025-02-04 19:05:00+00:00,99637.015625,99705.703125,99613.765625,99613.765625,0
2025-02-04 19:10:00+00:00,99954.6171875,99954.6171875,99732.9375,99732.9375,0
2025-02-04 19:15:00+00:00,100360.90625,100360.90625,99984.84375,99984.84375,314449920
2025-02-04 19:20:00+00:00,100685.9921875,100685.9921875,100506.2734375,100506.2734375,158105600
2025-02-04 19:25:00+00:00,100414.0078125,100736.0078125,100414.0078125,100672.3984375,148639744
2025-02-04 19:30:00+00:00,100705.7109375,100705.7109375,100524.609375,100591.8828125,0
2025-02-04 19:35:00+00:00,100555.4609375,100737.46875,100555.4609375,100677.0078125,1515786240
2025-02-04 19:40:00+00:00,100222.8046875,100254.2578125,100139.8828125,100254.2578125,0
2025-02-04 19:45:00+00:00,99352.6015625,100490.4375,99352.6015625,100475.2421875,558186496
2025-02-04 19:50:00+00:00,99124.4375,99607.671875,99124.4375,99607.671875,460333056
2025-02-04 19:55:00+00:00,99188.7109375,99377.90625,99036.1484375,99036.1484375,74768384
2025-02-04 20:00:00+00:00,99033.1796875,99211.3125,99033.1796875,99040.7109375,0
2025-02-04 20:05:00+00:00,98482.9140625,99013.8828125,98482.9140625,99013.8828125,0
2025-02-04 20:10:00+00:00,98609.6015625,99126.953125,98456.5859375,99126.953125,1855139840
2025-02-04 20:15:00+00:00,98426.6171875,98796.1328125,98426.6171875,98600.5390625,1062342656
2025-02-04 20:20:00+00:00,98397.3203125,98589.125,98351.8828125,98444.7578125,101310464
2025-02-04 20:25:00+00:00,98237.9765625,98237.9765625,98036.15625,98198.8984375,345079808
2025-02-04 20:30:00+00:00,98284.0390625,98513.046875,98284.0390625,98513.046875,0
2025-02-04 20:35:00+00:00,98450.7890625,98472.953125,98299.53125,98299.53125,0
2025-02-04 20:40:00+00:00,98983.1328125,98983.1328125,98814.84375,98871.75,288251904
2025-02-04 20:45:00+00:00,98918.453125,98918.453125,98763.6640625,98833.7265625,746479616
2025-02-04 20:50:00+00:00,99017.1171875,99017.1171875,98822.375,98856.15625,78397440
2025-02-04 20:55:00+00:00,98747.2109375,98872.6328125,98747.2109375,98836.328125,71491584
2025-02-04 21:00:00+00:00,98135.5,98506.546875,98082.171875,98506.546875,0
2025-02-04 21:05:00+00:00,98027.984375,98186.125,97902.1640625,98186.125,1239670784
2025-02-04 21:10:00+00:00,98251.8515625,98251.8515625,97968.953125,98076.453125,0
2025-02-04 21:15:00+00:00,98060.796875,98248.5,98060.796875,98248.5,916529152
2025-02-04 21:20:00+00:00,97816.34375,97984.5546875,97816.34375,97983.984375,0
2025-02-04 21:25:00+00:00,97250.3828125,97687.2890625,97250.3828125,97687.2890625,743391232
2025-02-04 21:30:00+00:00,97051.0078125,97262.921875,97051.0078125,97262.921875,0
2025-02-04 21:35:00+00:00,96957.34375,97192.75,96957.34375,97192.75,0
2025-02-04 21:40:00+00:00,96659.3828125,96976.8984375,96659.3828125,96976.8984375,0
2025-02-04 21:45:00+00:00,97132.4765625,97132.4765625,96844.234375,96860.6171875,4616708096
2025-02-04 21:50:00+00:00,96746.8359375,97078.2265625,96746.8359375,97078.2265625,24551424
2025-02-04 21:55:00+00:00,96732.2890625,96736.6015625,96596.3984375,96736.6015625,461971456
2025-02-04 22:00:00+00:00,96337.21875,96524.609375,96337.21875,96524.609375,0
2025-02-04 22:05:00+00:00,96352.90625,96406.7890625,96321.296875,96330.78125,0
2025-02-04 22:10:00+00:00,96262.3046875,96302.28125,96223.234375,96302.28125,0
2025-02-04 22:15:00+00:00,97180.625,97180.625,96533.5703125,96533.5703125,6279364608
2025-02-04 22:20:00+00:00,97051.390625,97142.6015625,96945.3671875,97142.6015625,0
2025-02-04 22:25:00+00:00,96887.734375,97157.1171875,96833.9140625,97142.578125,1615929344
2025-02-04 22:30:00+00:00,97070.9375,97092.765625,97070.9375,97084.984375,0
2025-02-04 22:35:00+00:00,96894.421875,96903.9375,96840.3828125,96840.3828125,664698880
2025-02-04 22:40:00+00:00,97318.6328125,97318.6328125,96968.828125,96968.828125,93216768
2025-02-04 22:45:00+00:00,97419.2421875,97419.2421875,97175.15625,97283.2578125,197099520
2025-02-04 22:50:00+00:00,97846.921875,97884.125,97721.28125,97721.28125,80109568
2025-02-04 22:55:00+00:00,97602.9921875,97784.484375,97570.9609375,97784.484375,14876672
2025-02-04 23:00:00+00:00,97694.59375,97769.7578125,97661.5703125,97661.5703125,0
2025-02-04 23:05:00+00:00,97831.703125,97872.578125,97790.828125,97790.828125,175783936
2025-02-04 23:10:00+00:00,97930.1875,97955.9296875,97847.1796875,97955.9296875,0
2025-02-04 23:15:00+00:00,97834.1015625,97953.5546875,97704.0625,97953.5546875,799850496
2025-02-04 23:20:00+00:00,97835.015625,97835.015625,97694.46875,97694.46875,0
2025-02-04 23:25:00+00:00,97602.390625,97813.0390625,97602.390625,97813.0390625,170729472
2025-02-04 23:30:00+00:00,97727.921875,97727.921875,97555.5234375,97571.8359375,0
2025-02-04 23:35:00+00:00,97814.0625,97836.796875,97732.5078125,97732.5078125,0
2025-02-04 23:40:00+00:00,97785.8828125,97822.5546875,97728.796875,97784.75,151912448
2025-02-04 23:45:00+00:00,97925.8515625,97925.8515625,97782.5859375,97782.5859375,631611392
2025-02-04 23:50:00+00:00,98098.671875,98098.671875,97931.5390625,97996.8984375,0
2025-02-04 23:55:00+00:00,97887.1875,97899.1640625,97887.1875,97899.1640625,1892048896
2025-02-05 00:00:00+00:00,97870.40625,97895.7734375,97807.84375,97807.84375,0
2025-02-05 00:05:00+00:00,98062.3671875,98062.3671875,98007.21875,98049.5703125,0
2025-02-05 00:10:00+00:00,98067.15625,98067.15625,98049.59375,98056.7265625,797614080
2025-02-05 00:15:00+00:00,97862.078125,97960.2421875,97862.078125,97951.9140625,0
2025-02-05 00:20:00+00:00,97904.28125,97972.1171875,97780.078125,97780.078125,0
2025-02-05 00:25:00+00:00,98197.3125,98197.3125,97949.8359375,97949.8359375,0
2025-02-05 00:30:00+00:00,98113.171875,98178.65625,98113.171875,98178.65625,261521408
2025-02-05 00:35:00+00:00,98046.1640625,98105.90625,98027.65625,98105.90625,12402688
2025-02-05 00:40:00+00:00,98216.7890625,98216.7890625,98091.15625,98091.15625,0
2025-02-05 00:45:00+00:00,98230.71875,98259.203125,98202.9765625,98202.9765625,0
2025-02-05 00:50:00+00:00,98299.7734375,98299.7734375,98226.453125,98226.453125,55353344
2025-02-05 00:55:00+00:00,98336.546875,98362.421875,98296.65625,98296.65625,0
2025-02-05 01:00:00+00:00,98654.171875,98654.171875,98418.9453125,98418.9453125,0
2025-02-05 01:05:00+00:00,98785.125,98933.5703125,98737.71875,98789.046875,231120896
2025-02-05 01:10:00+00:00,98651.90625,98911.5078125,98651.90625,98911.5078125,190791680
2025-02-05 01:15:00+00:00,98565.3359375,98665.265625,98565.3359375,98603.96875,620077056
2025-02-05 01:20:00+00:00,98393.359375,98397.09375,98384.7890625,98397.09375,0
2025-02-05 01:25:00+00:00,98286.7109375,98328.609375,98286.7109375,98328.609375,243032064
2025-02-05 01:30:00+00:00,98247.4140625,98261.03125,98121.90625,98261.03125,0
2025-02-05 01:35:00+00:00,98167.9296875,98355.53125,98167.9296875,98347.234375,0
2025-02-05 01:40:00+00:00,98181.5546875,98240.84375,98181.5546875,98240.84375,3444293632
2025-02-05 01:45:00+00:00,98177.5078125,98177.5078125,98063.0390625,98098.7109375,722386944
2025-02-05 01:50:00+00:00,97962.453125,98183.1328125,97962.453125,98183.1328125,0
2025-02-05 01:55:00+00:00,97801.5546875,97911.8359375,97774.0,97897.421875,0
2025-02-05 02:00:00+00:00,97830.078125,98005.671875,97830.078125,97880.0078125,0
2025-02-05 02:05:00+00:00,97835.9453125,97881.3984375,97835.21875,97835.21875,717488128
2025-02-05 02:10:00+00:00,97743.0,97864.5,97743.0,97864.5,0
2025-02-05 02:15:00+00:00,97527.171875,97631.28125,97511.859375,97631.28125,413892608
2025-02-05 02:20:00+00:00,97419.9453125,97572.7109375,97419.9453125,97492.2890625,402866176
2025-02-05 02:25:00+00:00,97374.828125,97374.828125,97251.8046875,97251.8046875,0
2025-02-05 02:30:00+00:00,97498.09375,97498.09375,97445.8359375,97445.8359375,1275953152
2025-02-05 02:35:00+00:00,97684.1875,97684.1875,97524.4765625,97574.59375,0
2025-02-05 02:40:00+00:00,97761.6015625,97761.6015625,97700.0,97700.1953125,42549248
2025-02-05 02:45:00+00:00,97951.84375,97951.84375,97795.828125,97806.1953125,808599552
2025-02-05 02:50:00+00:00,97931.6875,97931.6875,97811.90625,97834.625,0
2025-02-05 02:55:00+00:00,98043.0234375,98161.8828125,98043.0234375,98094.375,87728128
2025-02-05 03:00:00+00:00,98042.9609375,98046.296875,98028.625,98028.625,142835712
2025-02-05 03:05:00+00:00,97970.6953125,97984.8046875,97888.921875,97888.921875,0
2025-02-05 03:10:00+00:00,97855.375,97946.5859375,97842.5703125,97946.5859375,0
2025-02-05 03:15:00+00:00,97967.9140625,97971.65625,97876.0390625,97876.0390625,0
2025-02-05 03:20:00+00:00,98052.5390625,98059.8125,98047.6171875,98047.6171875,73916416
2025-02-05 03:25:00+00:00,98023.6640625,98073.1640625,98023.6640625,98032.90625,213893120
2025-02-05 03:30:00+00:00,98085.734375,98085.734375,98003.2421875,98003.2421875,771211264
2025-02-05 03:35:00+00:00,98172.46875,98172.46875,98074.09375,98074.09375,0
2025-02-05 03:40:00+00:00,98186.9375,98277.125,98122.25,98277.125,0
2025-02-05 03:45:00+00:00,98135.0546875,98223.4296875,98135.0546875,98223.4296875,49635328
2025-02-05 03:50:00+00:00,97992.15625,98123.90625,97992.15625,98123.90625,0
2025-02-05 03:55:00+00:00,98079.8203125,98079.8203125,97994.625,97994.625,346521600
2025-02-05 04:00:00+00:00,98132.09375,98132.09375,98060.5390625,98064.625,671236096
2025-02-05 04:05:00+00:00,98132.90625,98195.859375,98095.71875,98181.1171875,5029888
2025-02-05 04:10:00+00:00,98108.03125,98143.265625,98108.03125,98119.6015625,0
2025-02-05 04:15:00+00:00,98172.5703125,98172.5703125,98130.1328125,98130.1328125,0
2025-02-05 04:20:00+00:00,98081.0078125,98105.6953125,98051.0078125,98051.0078125,0
2025-02-05 04:25:00+00:00,97993.9296875,98083.921875,97993.9296875,98083.921875,0
2025-02-05 04:30:00+00:00,98081.9453125,98081.9453125,97941.125,97941.125,740777984
2025-02-05 04:35:00+00:00,98154.265625,98182.484375,98145.359375,98145.359375,0
2025-02-05 04:40:00+00:00,98229.6796875,98229.6796875,98170.3515625,98173.4375,0
2025-02-05 04:45:00+00:00,98241.0625,98308.828125,98241.0625,98308.828125,0
2025-02-05 04:50:00+00:00,98183.9765625,98225.140625,98161.1640625,98225.140625,699588608
2025-02-05 04:55:00+00:00,98029.5546875,98166.9375,98029.5546875,98166.9375,0
2025-02-05 05:00:00+00:00,98079.84375,98143.3125,98072.3984375,98072.3984375,529088512
2025-02-05 05:05:00+00:00,98047.09375,98058.0234375,98039.53125,98039.53125,0
2025-02-05 05:10:00+00:00,97998.3359375,98047.2578125,97991.0390625,98047.2578125,0
2025-02-05 05:15:00+00:00,97960.2421875,98016.0,97960.2421875,98016.0,0
2025-02-05 05:20:00+00:00,97943.609375,97981.4453125,97921.453125,97921.453125,0
2025-02-05 05:25:00+00:00,97948.1015625,97948.1015625,97922.7578125,97939.8359375,0
2025-02-05 05:30:00+00:00,97866.4609375,97969.96875,97832.8984375,97954.515625,308649984
2025-02-05 05:35:00+00:00,97858.0625,97885.7109375,97858.0625,97885.7109375,22380544
2025-02-05 05:40:00+00:00,97830.34375,97866.90625,97753.84375,97753.84375,0
2025-02-05 05:45:00+00:00,97947.75,97947.75,97847.6796875,97847.6796875,0
2025-02-05 05:50:00+00:00,98234.359375,98234.359375,97973.5078125,97973.5078125,0
2025-02-05 05:55:00+00:00,98166.96875,98313.703125,98166.96875,98313.703125,349966336
2025-02-05 06:00:00+00:00,98132.34375,98170.390625,98069.375,98170.390625,1198395392
2025-02-05 06:05:00+00:00,97986.578125,98144.2890625,97952.2734375,98144.2890625,0
2025-02-05 06:10:00+00:00,98050.8515625,98208.765625,98050.8515625,98149.9296875,0
2025-02-05 06:15:00+00:00,98044.515625,98047.09375,98004.28125,98047.09375,0
2025-02-05 06:20:00+00:00,97903.9375,98029.5390625,97903.9375,98029.5390625,323969024
2025-02-05 06:25:00+00:00,97886.234375,97894.203125,97854.9375,97854.9375,0
2025-02-05 06:30:00+00:00,97873.0,97924.9453125,97847.78125,97924.9453125,659972096
2025-02-05 06:35:00+00:00,97772.84375,97869.7578125,97772.84375,97869.7578125,0
2025-02-05 06:40:00+00:00,97889.0078125,97889.0078125,97645.3515625,97645.3515625,113713152
2025-02-05 06:45:00+00:00,97764.234375,97855.59375,97764.234375,97855.59375,0
2025-02-05 06:50:00+00:00,97757.6484375,97788.171875,97726.3828125,97788.171875,696360960
2025-02-05 06:55:00+00:00,97655.8046875,97664.0078125,97639.046875,97664.0078125,126816256
2025-02-05 07:00:00+00:00,97547.5,97673.6875,97547.5,97673.6875,0
2025-02-05 07:05:00+00:00,97467.9609375,97501.4375,97467.9609375,97480.125,75702272
2025-02-05 07:10:00+00:00,97526.4609375,97606.1875,97490.34375,97490.34375,128610304
2025-02-05 07:15:00+00:00,97514.9921875,97536.5859375,97485.25,97536.5859375,406204416
2025-02-05 07:20:00+00:00,97440.6484375,97478.109375,97440.6484375,97478.109375,165584896
2025-02-05 07:25:00+00:00,97588.515625,97588.515625,97436.5703125,97436.5703125,0
2025-02-05 07:30:00+00:00,97588.359375,97651.984375,97588.359375,97651.984375,0
2025-02-05 07:35:00+00:00,97602.5078125,97602.5078125,97554.6328125,97592.4609375,0
2025-02-05 07:40:00+00:00,97685.7109375,97685.7109375,97615.15625,97620.75,576212992
2025-02-05 07:45:00+00:00,97862.515625,97888.2890625,97802.0390625,97823.1171875,0
2025-02-05 07:50:00+00:00,97974.359375,97974.359375,97883.5703125,97883.5703125,0
2025-02-05 07:55:00+00:00,97920.8046875,97960.6171875,97913.2421875,97913.2421875,575492096
2025-02-05 08:00:00+00:00,97893.46875,97909.1875,97872.9765625,97909.1875,0
2025-02-05 08:05:00+00:00,98022.265625,98049.1953125,97946.3203125,97946.3203125,0
2025-02-05 08:10:00+00:00,97957.65625,97968.90625,97954.6640625,97968.90625,0
2025-02-05 08:15:00+00:00,97852.1328125,97908.6875,97836.046875,97908.6875,533147648
2025-02-05 08:20:00+00:00,97876.203125,97910.046875,97858.6875,97861.3515625,0
2025-02-05 08:25:00+00:00,97767.28125,97892.5078125,97767.28125,97892.5078125,0
2025-02-05 08:30:00+00:00,97754.5078125,97820.71875,97754.5078125,97819.6796875,0
2025-02-05 08:35:00+00:00,97820.09375,97821.890625,97809.8359375,97821.890625,415096832
2025-02-05 08:40:00+00:00,97669.7734375,97797.546875,97669.7734375,97797.546875,0
2025-02-05 08:45:00+00:00,97724.46875,97724.46875,97650.0390625,97666.4375,0
2025-02-05 08:50:00+00:00,97637.4609375,97691.8984375,97637.4609375,97691.8984375,0
2025-02-05 08:55:00+00:00,97661.109375,97661.109375,97649.8515625,97657.6875,891002880
2025-02-05 09:00:00+00:00,97837.6953125,97837.6953125,97611.7109375,97665.71875,199872512
2025-02-05 09:05:00+00:00,97849.2265625,97894.59375,97849.2265625,97878.65625,0
2025-02-05 09:10:00+00:00,97862.890625,97924.0078125,97817.3125,97817.3125,0
2025-02-05 09:15:00+00:00,97857.171875,97945.4765625,97857.171875,97945.4765625,779456512
2025-02-05 09:20:00+00:00,97873.0,97873.0,97830.171875,97866.921875,0
2025-02-05 09:25:00+00:00,97848.7890625,97857.9140625,97814.8046875,97814.8046875,0
2025-02-05 09:30:00+00:00,97422.671875,97834.9140625,97422.671875,97834.9140625,0
2025-02-05 09:35:00+00:00,97511.328125,97514.1328125,97439.4375,97439.4375,548319232
2025-02-05 09:40:00+00:00,97382.78125,97417.2265625,97375.421875,97417.2265625,0
2025-02-05 09:45:00+00:00,97317.171875,97400.15625,97317.171875,97400.15625,587038720
2025-02-05 09:50:00+00:00,97438.5625,97438.5625,97362.1796875,97362.1796875,647163904
2025-02-05 09:55:00+00:00,97460.2734375,97477.0390625,97439.2265625,97442.828125,0
2025-02-05 10:00:00+00:00,97497.6484375,97497.6484375,97436.1953125,97452.953125,399581184
2025-02-05 10:05:00+00:00,97571.7265625,97571.7265625,97523.15625,97533.4921875,0
2025-02-05 10:10:00+00:00,97555.671875,97638.53125,97555.671875,97638.53125,168828928
2025-02-05 10:15:00+00:00,97721.3984375,97721.3984375,97544.875,97544.875,0
2025-02-05 10:20:00+00:00,97753.453125,97753.453125,97711.53125,97711.53125,0
2025-02-05 10:25:00+00:00,97945.15625,97948.625,97825.8125,97846.953125,0
2025-02-05 10:30:00+00:00,97941.2890625,97987.8984375,97941.2890625,97968.171875,0
2025-02-05 10:35:00+00:00,97909.6875,97945.1328125,97909.6875,97926.6484375,571068416
2025-02-05 10:40:00+00:00,98010.46875,98014.3984375,98007.0390625,98014.3984375,0
2025-02-05 10:45:00+00:00,97962.125,98007.1015625,97962.125,98007.1015625,1121509376
2025-02-05 10:50:00+00:00,97927.9453125,97975.6875,97924.5078125,97975.6875,36319232
2025-02-05 10:55:00+00:00,97863.09375,97922.6875,97863.09375,97922.6875,585404416
2025-02-05 11:00:00+00:00,97800.5078125,97827.875,97797.015625,97801.9453125,0
2025-02-05 11:05:00+00:00,98023.2265625,98023.2265625,97762.2578125,97762.2578125,457797632
2025-02-05 11:10:00+00:00,98025.4140625,98025.4140625,97976.8125,97976.8125,29302784
2025-02-05 11:15:00+00:00,98117.1640625,98117.1640625,98102.3515625,98112.75,0
2025-02-05 11:20:00+00:00,97967.3125,98052.1484375,97967.3125,98052.1484375,0
2025-02-05 11:25:00+00:00,97943.2578125,97967.5546875,97930.703125,97967.5546875,0
2025-02-05 11:30:00+00:00,98069.078125,98069.078125,97917.6484375,97946.2734375,1010556928
2025-02-05 11:35:00+00:00,98003.1640625,98158.2734375,98003.1640625,98158.2734375,0
2025-02-05 11:40:00+00:00,98133.1328125,98133.1328125,98010.0859375,98010.0859375,0
2025-02-05 11:45:00+00:00,98199.3203125,98199.3203125,98134.15625,98138.109375,856657920
2025-02-05 11:50:00+00:00,98195.7734375,98242.7265625,98195.7734375,98205.828125,0
2025-02-05 11:55:00+00:00,98232.234375,98232.234375,98117.4609375,98196.90625,0
2025-02-05 12:00:00+00:00,98350.8671875,98350.8671875,98229.9921875,98229.9921875,125382656
2025-02-05 12:05:00+00:00,98296.453125,98381.5546875,98296.453125,98381.5546875,391282688
2025-02-05 12:10:00+00:00,98256.3125,98256.3125,98219.484375,98219.484375,162607104
2025-02-05 12:15:00+00:00,98702.8359375,98702.8359375,98460.5703125,98460.5703125,109613056
2025-02-05 12:20:00+00:00,98597.0390625,98692.828125,98547.53125,98692.828125,0
2025-02-05 12:25:00+00:00,98660.546875,98702.7421875,98643.171875,98702.7421875,553680896
2025-02-05 12:30:00+00:00,98615.8984375,98641.5,98552.046875,98606.484375,0
2025-02-05 12:35:00+00:00,98520.9296875,98617.3828125,98510.2734375,98617.3828125,0
2025-02-05 12:40:00+00:00,98395.21875,98487.234375,98395.21875,98487.234375,0
2025-02-05 12:45:00+00:00,98303.53125,98389.625,98303.53125,98389.625,13565952
2025-02-05 12:50:00+00:00,98243.796875,98286.1171875,98243.796875,98286.1171875,1163264
2025-02-05 12:55:00+00:00,98053.09375,98184.4375,98053.09375,98184.4375,0
2025-02-05 13:00:00+00:00,98027.2578125,98089.734375,98027.2578125,98089.734375,588926976
2025-02-05 13:05:00+00:00,98236.421875,98236.421875,98065.2109375,98065.2109375,0
2025-02-05 13:10:00+00:00,98232.8203125,98232.8203125,98137.9765625,98229.90625,180400128
2025-02-05 13:15:00+00:00,98268.234375,98268.234375,98170.5,98170.5,0
2025-02-05 13:20:00+00:00,98309.8984375,98309.8984375,98238.46875,98266.40625,0
2025-02-05 13:25:00+00:00,98502.1015625,98502.1015625,98336.3046875,98336.3046875,8204288
2025-02-05 13:30:00+00:00,98491.1875,98494.1640625,98468.53125,98468.53125,0
2025-02-05 13:35:00+00:00,98639.859375,98639.859375,98466.5859375,98466.5859375,0
2025-02-05 13:40:00+00:00,98601.015625,98601.015625,98549.859375,98574.171875,1141895168
2025-02-05 13:45:00+00:00,98609.78125,98618.984375,98586.9453125,98586.9453125,0
2025-02-05 13:50:00+00:00,98626.4375,98684.609375,98609.78125,98609.78125,0
2025-02-05 13:55:00+00:00,98594.3359375,98594.3359375,98580.578125,98580.578125,36446208
2025-02-05 14:00:00+00:00,98482.578125,98629.0546875,98482.578125,98613.1640625,0
2025-02-05 14:05:00+00:00,98475.6953125,98518.6328125,98475.6953125,98488.6328125,0
2025-02-05 14:10:00+00:00,98449.390625,98557.6015625,98432.171875,98557.6015625,0
2025-02-05 14:15:00+00:00,98766.4609375,98766.4609375,98488.34375,98488.34375,0
2025-02-05 14:20:00+00:00,98615.2734375,98772.2421875,98615.2734375,98772.2421875,495030272
2025-02-05 14:25:00+00:00,98693.546875,98693.546875,98573.1796875,98573.1796875,0
2025-02-05 14:30:00+00:00,98505.1875,98727.3828125,98505.1875,98727.3828125,0
2025-02-05 14:35:00+00:00,98821.1015625,98867.7734375,98761.2109375,98761.2109375,0
2025-02-05 14:40:00+00:00,98983.171875,99081.859375,98889.4296875,98889.4296875,471187456
2025-02-05 14:45:00+00:00,98957.890625,98957.890625,98864.9375,98864.9375,0
2025-02-05 14:50:00+00:00,98546.5,98884.625,98544.0,98884.625,0
2025-02-05 14:55:00+00:00,98219.3828125,98538.3359375,98219.3828125,98538.3359375,169926656
2025-02-05 15:00:00+00:00,98279.0703125,98506.8203125,98279.0703125,98461.890625,0
2025-02-05 15:05:00+00:00,98026.6640625,98026.6640625,97850.4609375,97941.3828125,223358976
2025-02-05 15:10:00+00:00,98145.2734375,98145.2734375,98036.9609375,98036.9609375,0
2025-02-05 15:15:00+00:00,98005.6015625,98213.828125,98005.6015625,98210.8203125,0
2025-02-05 15:20:00+00:00,98326.5,98326.5,98037.515625,98037.515625,0
2025-02-05 15:25:00+00:00,98447.7578125,98453.8359375,98411.0234375,98421.4140625,0
2025-02-05 15:30:00+00:00,98355.65625,98511.0859375,98248.578125,98511.0859375,0
2025-02-05 15:35:00+00:00,98135.609375,98365.703125,98135.609375,98365.703125,414212096
2025-02-05 15:40:00+00:00,98103.4765625,98223.8125,98103.4765625,98117.09375,70828032
2025-02-05 15:45:00+00:00,98154.9765625,98154.9765625,97978.421875,98025.3203125,0
2025-02-05 15:50:00+00:00,98186.2578125,98197.7734375,98052.9296875,98197.7734375,0
2025-02-05 15:55:00+00:00,98071.8671875,98167.9375,98071.8671875,98164.015625,2711552
2025-02-05 16:00:00+00:00,98077.3359375,98123.1328125,98077.3359375,98123.1328125,60178432
2025-02-05 16:05:00+00:00,97758.0,97970.90625,97758.0,97970.90625,0
2025-02-05 16:10:00+00:00,97699.765625,97882.9375,97699.765625,97882.9375,941125632
2025-02-05 16:15:00+00:00,97417.09375,97712.0703125,97417.09375,97712.0703125,0
2025-02-05 16:20:00+00:00,97453.1484375,97631.390625,97453.1484375,97525.4921875,269508608
2025-02-05 16:25:00+00:00,97716.5625,97716.5625,97569.0234375,97569.0234375,364584960
2025-02-05 16:30:00+00:00,97758.1484375,97868.2578125,97758.1484375,97803.3125,0
2025-02-05 16:35:00+00:00,97597.2265625,97604.6171875,97597.2265625,97601.2734375,1003020288
2025-02-05 16:40:00+00:00,97693.8828125,97693.8828125,97580.4921875,97580.4921875,0
2025-02-05 16:45:00+00:00,97789.3359375,97806.734375,97674.015625,97674.015625,0
2025-02-05 16:50:00+00:00,98188.78125,98225.03125,97936.5234375,97936.5234375,0
2025-02-05 16:55:00+00:00,98053.6875,98151.8515625,98053.6875,98151.8515625,0
2025-02-05 17:00:00+00:00,98069.8046875,98117.2265625,98009.515625,98009.515625,23150592
2025-02-05 17:05:00+00:00,98237.125,98237.125,98121.6640625,98181.421875,632205312
2025-02-05 17:10:00+00:00,98102.2265625,98202.65625,98102.2265625,98202.65625,0
2025-02-05 17:15:00+00:00,97681.4453125,97729.109375,97681.4453125,97725.9375,0
2025-02-05 17:20:00+00:00,97552.203125,97583.6796875,97514.8203125,97583.6796875,270602240
2025-02-05 17:25:00+00:00,97633.4609375,97633.4609375,97482.875,97487.859375,322109440
2025-02-05 17:30:00+00:00,97511.9140625,97668.9375,97511.9140625,97627.875,209084416
2025-02-05 17:35:00+00:00,97730.9140625,97730.9140625,97481.4921875,97481.4921875,0
2025-02-05 17:40:00+00:00,97444.265625,97632.1875,97444.265625,97632.1875,1327489024
2025-02-05 17:45:00+00:00,97574.1484375,97604.890625,97442.046875,97442.046875,0
2025-02-05 17:50:00+00:00,97576.5390625,97576.5390625,97437.0,97487.8046875,329994240
2025-02-05 17:55:00+00:00,97633.5546875,97681.9453125,97615.703125,97681.9453125,0
2025-02-05 18:00:00+00:00,97622.6015625,97672.328125,97581.7734375,97581.7734375,0
